Country,Date,Confirmed,Recovered,Deaths,State_cleaned,City
Kazakhstan,2020-02-10,0,0,0,Astana,
France,2020-02-10,0,0,0,French Polynesia,
Canada,2020-02-10,0,0,0,Manitoba,
Canada,2020-02-10,0,0,0,Saskatchewan,
Ethiopia,2020-02-10,0,0,0,Addis Ababa,
Sudan,2020-02-10,0,0,0,Khartoum,
Guinea,2020-02-10,0,0,0,Conakry,
Canada,2020-02-10,0,0,0,Grand Princess,
Kenya,2020-02-10,0,0,0,Nairobi,
Antigua and Barbuda,2020-02-10,0,0,0,St. John's,
US,2020-02-10,0,0,0,Alabama,Alabama
Uruguay,2020-02-10,0,0,0,Montevideo,
Ghana,2020-02-10,0,0,0,Accra,
US,2020-02-10,0,0,0,Puerto Rico,Puerto Rico
Namibia,2020-02-10,0,0,0,Windhoek,
Seychelles,2020-02-10,0,0,0,Victoria,
Trinidad and Tobago,2020-02-10,0,0,0,Port of Spain,
Venezuela,2020-02-10,0,0,0,Caracas,
Eswatini,2020-02-10,0,0,0,Eswatini,
Gabon,2020-02-10,0,0,0,Libreville,
Guatemala,2020-02-10,0,0,0,Guatemala City,
Mauritania,2020-02-10,0,0,0,Nouakchott,
Rwanda,2020-02-10,0,0,0,Kigali,
Saint Lucia,2020-02-10,0,0,0,Castries,
Saint Vincent and the Grenadines,2020-02-10,0,0,0,Kingstown,
Suriname,2020-02-10,0,0,0,Paramaribo,
France,2020-02-10,0,0,0,French Guiana,
US,2020-02-10,0,0,0,Guam,Guam
Kosovo,2020-02-10,0,0,0,Pristina,
Canada,2020-02-10,0,0,0,Newfoundland and Labrador,
Canada,2020-02-10,0,0,0,Prince Edward Island,
Central African Republic,2020-02-10,0,0,0,Bangui,
Republic of the Congo,2020-02-10,0,0,0,Brazzaville,
Equatorial Guinea,2020-02-10,0,0,0,Malabo,
France,2020-02-10,0,0,0,Mayotte,
Uzbekistan,2020-02-10,0,0,0,Tashkent,
Netherlands,2020-02-10,0,0,0,Netherlands,
Canada,2020-02-10,0,0,0,Nova Scotia,
France,2020-02-10,0,0,0,Guadeloupe,
Benin,2020-02-10,0,0,0,Porto-Novo,
Liberia,2020-02-10,0,0,0,Monrovia,
Netherlands,2020-02-10,0,0,0,Curacao,
Somalia,2020-02-10,0,0,0,Mogadishu,
Tanzania,2020-02-10,0,0,0,Dodoma,
US,2020-02-10,0,0,0,Virgin Islands,Virgin Islands
United Kingdom,2020-02-10,0,0,0,Cayman Islands,
France,2020-02-10,0,0,0,Reunion,
Barbados,2020-02-10,0,0,0,Bridgetown,
Montenegro,2020-02-10,0,0,0,Podgorica,
Kyrgyzstan,2020-02-10,0,0,0,Bishkek,
Mauritius,2020-02-10,0,0,0,Port Louis,
Netherlands,2020-02-10,0,0,0,Aruba,
Zambia,2020-02-10,0,0,0,Lusaka,
Djibouti,2020-02-10,0,0,0,Djibouti,
Gambia,2020-02-10,0,0,0,Banjul,
United Kingdom,2020-02-10,0,0,0,Montserrat,
Bahamas,2020-02-10,0,0,0,Nassau,
Denmark,2020-02-10,0,0,0,Greenland,
France,2020-02-10,0,0,0,New Caledonia,
United Kingdom,2020-02-10,0,0,0,Bermuda,
Chad,2020-02-10,0,0,0,N'Djamena,
El Salvador,2020-02-10,0,0,0,San Salvador,
Fiji,2020-02-10,0,0,0,Suva,
Nicaragua,2020-02-10,0,0,0,Managua,
Madagascar,2020-02-10,0,0,0,Antananarivo,
Haiti,2020-02-10,0,0,0,Port-au-Prince,
Angola,2020-02-10,0,0,0,Luanda,
Cape Verde,2020-02-10,0,0,0,Praia,
Netherlands,2020-02-10,0,0,0,Sint Maarten,
Niger,2020-02-10,0,0,0,Niamey,
Papua New Guinea,2020-02-10,0,0,0,Port Moresby,
United Kingdom,2020-02-10,0,0,0,Isle of Man,
Zimbabwe,2020-02-10,0,0,0,Harare,
Canada,2020-02-10,0,0,0,Northwest Territories,
Cape Verde,2020-02-10,0,0,0,Praia,
East Timor (Timor-Leste),2020-02-10,0,0,0,Dili,
Eritrea,2020-02-10,0,0,0,Asmara,
Uganda,2020-02-10,0,0,0,Kampala,
Dominica,2020-02-10,0,0,0,Roseau,
Grenada,2020-02-10,0,0,0,St. George's,
Mozambique,2020-02-10,0,0,0,Maputo,
Syria,2020-02-10,0,0,0,Damascus,
Timor-Leste,2020-02-10,0,0,0,Timor-Leste,
Thailand,2020-02-11,33,10,0,Bangkok,
Japan,2020-02-11,26,9,0,Tokyo,
Singapore,2020-02-11,47,9,0,Singapore,
Nepal,2020-02-11,1,0,0,Kathmandu,
Malaysia,2020-02-11,18,3,0,Kuala Lumpur,
Canada,2020-02-11,4,0,0,British Columbia,
Australia,2020-02-11,4,2,0,New South Wales,
Australia,2020-02-11,4,0,0,Victoria,
Australia,2020-02-11,5,0,0,Queensland,
Cambodia,2020-02-11,1,0,0,Phnom Penh,
Sri Lanka,2020-02-11,1,1,0,Sri Jayawardenapura Kotte,
Germany,2020-02-11,16,0,0,Berlin,
Finland,2020-02-11,1,0,0,Helsinki,
United Arab Emirates,2020-02-11,8,0,0,Abu Dhabi,
Philippines,2020-02-11,3,0,1,Manila,
India,2020-02-11,3,0,0,New Delhi,
Italy,2020-02-11,3,0,0,Rome,
Sweden,2020-02-11,1,0,0,Stockholm,
Spain,2020-02-11,2,0,0,Madrid,
Australia,2020-02-11,2,0,0,South Australia,
Belgium,2020-02-11,1,0,0,Brussels,
Egypt,2020-02-11,0,0,0,Cairo,
Australia,2020-02-11,0,0,0,From Diamond Princess,
Lebanon,2020-02-11,0,0,0,Beirut,
Iraq,2020-02-11,0,0,0,Baghdad,
Oman,2020-02-11,0,0,0,Muscat,
Afghanistan,2020-02-11,0,0,0,Kabul,
Bahrain,2020-02-11,0,0,0,Manama,
Kuwait,2020-02-11,0,0,0,Kuwait City,
Algeria,2020-02-11,0,0,0,Algiers,
Croatia,2020-02-11,0,0,0,Zagreb,
Switzerland,2020-02-11,0,0,0,Bern,
Austria,2020-02-11,0,0,0,Vienna,
Israel,2020-02-11,0,0,0,Jerusalem,
Pakistan,2020-02-11,0,0,0,Islamabad,
Brazil,2020-02-11,0,0,0,Brasília,
Georgia,2020-02-11,0,0,0,Tbilisi,
Greece,2020-02-11,0,0,0,Athens,
Macedonia,2020-02-11,0,0,0,Skopje,
Norway,2020-02-11,0,0,0,Oslo,
Romania,2020-02-11,0,0,0,Bucharest,
Estonia,2020-02-11,0,0,0,Tallinn,
San Marino,2020-02-11,0,0,0,San Marino,
Belarus,2020-02-11,0,0,0,Minsk,
Iceland,2020-02-11,0,0,0,Reykjavík,
Lithuania,2020-02-11,0,0,0,Vilnius,
Mexico,2020-02-11,0,0,0,Mexico City,
New Zealand,2020-02-11,0,0,0,Wellington,
Nigeria,2020-02-11,0,0,0,Abuja,
Australia,2020-02-11,0,0,0,Western Australia,
Ireland,2020-02-11,0,0,0,Dublin,
Luxembourg,2020-02-11,0,0,0,Luxembourg,
Monaco,2020-02-11,0,0,0,Monaco,
Qatar,2020-02-11,0,0,0,Doha,
Ecuador,2020-02-11,0,0,0,Quito,
Azerbaijan,2020-02-11,0,0,0,Baku,
Armenia,2020-02-11,0,0,0,Yerevan,
Dominican Republic,2020-02-11,0,0,0,Santo Domingo,
Indonesia,2020-02-11,0,0,0,Jakarta,
Portugal,2020-02-11,0,0,0,Lisbon,
Andorra,2020-02-11,0,0,0,Andorra la Vella,
Australia,2020-02-11,0,0,0,Tasmania,
Latvia,2020-02-11,0,0,0,Riga,
Morocco,2020-02-11,0,0,0,Rabat,
Saudi Arabia,2020-02-11,0,0,0,Riyadh,
Senegal,2020-02-11,0,0,0,Dakar,
Argentina,2020-02-11,0,0,0,Buenos Aires,
Chile,2020-02-11,0,0,0,Santiago,
Jordan,2020-02-11,0,0,0,Amman,
Ukraine,2020-02-11,0,0,0,Kiev,
Hungary,2020-02-11,0,0,0,Budapest,
Australia,2020-02-11,0,0,0,Northern Territory,
Liechtenstein,2020-02-11,0,0,0,Vaduz,
Poland,2020-02-11,0,0,0,Warsaw,
Tunisia,2020-02-11,0,0,0,Tunis,
Bosnia and Herzegovina,2020-02-11,0,0,0,Sarajevo,
Slovenia,2020-02-11,0,0,0,Ljubljana,
South Africa,2020-02-11,0,0,0,Pretoria,
Bhutan,2020-02-11,0,0,0,Thimphu,
Cameroon,2020-02-11,0,0,0,Yaoundé,
Colombia,2020-02-11,0,0,0,Bogotá,
Costa Rica,2020-02-11,0,0,0,San José,
Peru,2020-02-11,0,0,0,Lima,
Serbia,2020-02-11,0,0,0,Belgrade,
Slovakia,2020-02-11,0,0,0,Bratislava,
Togo,2020-02-11,0,0,0,Lomé,
Malta,2020-02-11,0,0,0,Valletta,
Martinique,2020-02-11,0,0,0,Martinique,
Bulgaria,2020-02-11,0,0,0,Sofia,
Maldives,2020-02-11,0,0,0,Malé,
Bangladesh,2020-02-11,0,0,0,Dhaka,
Paraguay,2020-02-11,0,0,0,Asunción,
Canada,2020-02-11,3,0,0,Ontario,
Canada,2020-02-11,0,0,0,Alberta,
Canada,2020-02-11,0,0,0,Quebec,
Albania,2020-02-11,0,0,0,Tirana,
Cyprus,2020-02-11,0,0,0,Nicosia,
Brunei,2020-02-11,0,0,0,Bandar Seri Begawan,
US,2020-02-11,0,0,0,Washington,Washington
US,2020-02-11,0,0,0,New York,New York
US,2020-02-11,0,0,0,California,California
US,2020-02-11,0,0,0,Massachusetts,Massachusetts
US,2020-02-11,0,0,0,Diamond Princess,Diamond Princess
US,2020-02-11,0,0,0,Grand Princess,Grand Princess
US,2020-02-11,0,0,0,Georgia,Georgia
US,2020-02-11,0,0,0,Colorado,Colorado
US,2020-02-11,0,0,0,Florida,Florida
US,2020-02-11,0,0,0,New Jersey,New Jersey
US,2020-02-11,0,0,0,Oregon,Oregon
US,2020-02-11,0,0,0,Texas,Texas
US,2020-02-11,0,0,0,Illinois,Illinois
US,2020-02-11,0,0,0,Pennsylvania,Pennsylvania
US,2020-02-11,0,0,0,Iowa,Iowa
US,2020-02-11,0,0,0,Maryland,Maryland
US,2020-02-11,0,0,0,North Carolina,North Carolina
US,2020-02-11,0,0,0,South Carolina,South Carolina
US,2020-02-11,0,0,0,Tennessee,Tennessee
US,2020-02-11,0,0,0,Virginia,Virginia
US,2020-02-11,0,0,0,Arizona,Arizona
US,2020-02-11,0,0,0,Indiana,Indiana
US,2020-02-11,0,0,0,Kentucky,Kentucky
US,2020-02-11,0,0,0,District of Columbia,District of Columbia
US,2020-02-11,0,0,0,Nevada,Nevada
US,2020-02-11,0,0,0,New Hampshire,New Hampshire
US,2020-02-11,0,0,0,Minnesota,Minnesota
US,2020-02-11,0,0,0,Nebraska,Nebraska
US,2020-02-11,0,0,0,Ohio,Ohio
US,2020-02-11,0,0,0,Rhode Island,Rhode Island
US,2020-02-11,0,0,0,Wisconsin,Wisconsin
US,2020-02-11,0,0,0,Connecticut,Connecticut
US,2020-02-11,0,0,0,Hawaii,Hawaii
US,2020-02-11,0,0,0,Oklahoma,Oklahoma
US,2020-02-11,0,0,0,Utah,Utah
Burkina Faso,2020-02-11,0,0,0,Ouagadougou,
Holy See,2020-02-11,0,0,0,Holy See,
Mongolia,2020-02-11,0,0,0,Ulaanbaatar,
Panama,2020-02-11,0,0,0,Panama City,
US,2020-02-11,0,0,0,Kansas,Kansas
US,2020-02-11,0,0,0,Louisiana,Louisiana
US,2020-02-11,0,0,0,Missouri,Missouri
US,2020-02-11,0,0,0,Vermont,Vermont
US,2020-02-11,0,0,0,Alaska,Alaska
US,2020-02-11,0,0,0,Arkansas,Arkansas
US,2020-02-11,0,0,0,Delaware,Delaware
US,2020-02-11,0,0,0,Idaho,Idaho
US,2020-02-11,0,0,0,Maine,Maine
US,2020-02-11,0,0,0,Michigan,Michigan
US,2020-02-11,0,0,0,Mississippi,Mississippi
US,2020-02-11,0,0,0,Montana,Montana
US,2020-02-11,0,0,0,New Mexico,New Mexico
US,2020-02-11,0,0,0,North Dakota,North Dakota
US,2020-02-11,0,0,0,South Dakota,South Dakota
US,2020-02-11,0,0,0,West Virginia,West Virginia
US,2020-02-11,0,0,0,Wyoming,Wyoming
China,2020-02-11,33366,2639,1068,Hubei,
Iran,2020-02-11,0,0,0,Tehran,
South Korea,2020-02-11,28,3,0,Seoul,
France,2020-02-11,11,0,0,France,
China,2020-02-11,1177,212,1,Guangdong,
China,2020-02-11,1105,218,7,Henan,
China,2020-02-11,1117,270,0,Zhejiang,
China,2020-02-11,912,247,1,Hunan,
China,2020-02-11,860,105,4,Anhui,
China,2020-02-11,804,128,1,Jiangxi,
China,2020-02-11,487,80,1,Shandong,
Cruise Ship,2020-02-11,135,0,0,Diamond Princess,
China,2020-02-11,515,93,0,Jiangsu,
China,2020-02-11,505,79,3,Chongqing,
China,2020-02-11,417,85,1,Sichuan,
China,2020-02-11,360,28,8,Heilongjiang,
Denmark,2020-02-11,0,0,0,Denmark,
China,2020-02-11,342,48,3,Beijing,
China,2020-02-11,303,52,1,Shanghai,
China,2020-02-11,239,48,2,Hebei,
China,2020-02-11,267,45,0,Fujian,
China,2020-02-11,215,33,1,Guangxi,
China,2020-02-11,219,32,0,Shaanxi,
China,2020-02-11,153,20,0,Yunnan,
China,2020-02-11,144,20,3,Hainan,
China,2020-02-11,127,17,1,Guizhou,
China,2020-02-11,106,10,2,Tianjin,
China,2020-02-11,124,30,0,Shanxi,
China,2020-02-11,86,24,2,Gansu,
China,2020-02-11,49,0,1,Hong Kong,
China,2020-02-11,111,19,0,Liaoning,
China,2020-02-11,81,18,1,Jilin,
Czechia,2020-02-11,0,0,0,Czechia,
China,2020-02-11,55,3,0,Xinjiang,
China,2020-02-11,58,5,0,Inner Mongolia,
China,2020-02-11,53,22,0,Ningxia,
Republic of China (Taiwan),2020-02-11,18,1,0,Taipei,
Vietnam,2020-02-11,15,6,0,Hanoi,
Russia,2020-02-11,2,0,0,Moscow,
China,2020-02-11,18,5,0,Qinghai,
China,2020-02-11,10,1,0,Macau,
Moldova,2020-02-11,0,0,0,Chisinau,
Bolivia,2020-02-11,0,0,0,Bolivia,
Denmark,2020-02-11,0,0,0,Faroe Islands,
France,2020-02-11,0,0,0,St Martin,
Honduras,2020-02-11,0,0,0,Tegucigalpa,
